"","Date.Sub","Date","Activity","Cal.Burned","Distance","Duration","Avg.Pace","Max.Pace","Avg.Spd","Max.Spd","Avg.HR","Steps","Minutes","day","dayofmonth","month","year"
"385","April 17, 2021",2021-04-17,"Run",260,2,1065,8.88,0,6.76,0,NA,2854,17.75,"Saturday",17,"April","2021"
"386","April 16, 2021",2021-04-16,"Run",427,3.1,1948,10.47,0,5.73,0,NA,5135,32.47,"Friday",16,"April","2021"
"387","April 16, 2021",2021-04-16,"Run",407,3.1,1720,9.25,0,6.49,0,NA,4590,28.67,"Friday",16,"April","2021"
"388","April 14, 2021",2021-04-14,"Run",412,3.1,1776,9.55,0,6.28,0,NA,4723,29.6,"Wednesday",14,"April","2021"
"389","April 12, 2021",2021-04-12,"Run",399,1.88,4911,43.56,1.86,1.38,32.28,100,3534,81.85,"Monday",12,"April","2021"
"390","April 12, 2021",2021-04-12,"Run",184,1.37,793,9.65,2.53,6.22,23.68,157,2059,13.22,"Monday",12,"April","2021"
"391","April 9, 2021",2021-04-09,"Run",110,0.77,447,9.69,3.39,6.19,17.71,131,1199,7.45,"Friday",9,"April","2021"
"392","April 9, 2021",2021-04-09,"Run",234,1.78,1076,10.09,3.8,5.94,15.8,122,2853,17.93,"Friday",9,"April","2021"
"393","April 14, 2021",2021-04-07,"Run",1052,7.76,4668,10.03,0,5.98,0,144,12717,77.8,"Wednesday",7,"April","2021"
"394","April 6, 2021",2021-04-06,"Run",417,3.1,1778,9.55,0.86,6.28,69.69,165,4720,29.63,"Tuesday",6,"April","2021"
"395","April 4, 2021",2021-04-04,"Run",415,3.1,1808,9.72,0,6.17,0,NA,4800,30.13,"Sunday",4,"April","2021"
"396","April 3, 2021",2021-04-03,"Run",421,3.1,1874,10.08,0,5.96,0,NA,4958,31.23,"Saturday",3,"April","2021"
"397","April 1, 2021",2021-04-01,"Run",389,2.8,1800,10.71,0,5.6,0,NA,4735,30,"Thursday",1,"April","2021"
"398","March 31, 2021",2021-03-31,"Run",597,4.46,3355,12.55,0.5,4.78,120.89,0,7762,55.92,"Wednesday",31,"March","2021"
"399","March 27, 2021",2021-03-27,"Indoor Run / Jog",444,3.19,2053,10.73,0,5.59,0,NA,7058,34.22,"Saturday",27,"March","2021"
"400","March 23, 2021",2021-03-23,"Run",369,2.66,1830,11.46,1.24,5.23,48.35,152,4449,30.5,"Tuesday",23,"March","2021"
"401","March 21, 2021",2021-03-21,"Run",621,4.36,3386,12.94,7.56,4.64,7.93,148,7572,56.43,"Sunday",21,"March","2021"
"402","March 20, 2021",2021-03-20,"Run",744,4.97,3969,13.31,1.08,4.51,55.46,149,8713,66.15,"Saturday",20,"March","2021"
"403","March 18, 2021",2021-03-18,"Indoor Run / Jog",398,2.9,1800,10.34,0,5.8,0,NA,6417,30,"Thursday",18,"March","2021"
"404","March 17, 2021",2021-03-17,"Run",616,4.14,2619,10.52,1.04,5.7,57.51,164,6998,43.65,"Wednesday",17,"March","2021"
"405","March 16, 2021",2021-03-16,"Run",498,3.11,2134,11.43,0.46,5.25,129.5,158,5416,35.57,"Tuesday",16,"March","2021"
"406","March 14, 2021",2021-03-14,"Run",416,3.11,2352,12.6,0,4.76,0,NA,6103,39.2,"Sunday",14,"March","2021"
"407","March 13, 2021",2021-03-13,"Run",400,3.1,2476,13.31,0,4.51,0,NA,6398,41.27,"Saturday",13,"March","2021"
"408","Jan. 12, 2021",2021-01-12,"Run",410,3.1,1745,9.38,0,6.4,0,NA,4649,29.08,"Tuesday",12,"January","2021"
"409","Jan. 10, 2021",2021-01-10,"Run",411,3.1,1766,9.49,0,6.32,0,NA,4700,29.43,"Sunday",10,"January","2021"
"410","Jan. 10, 2021",2021-01-09,"Run",415,3.1,1809,9.73,0,6.17,0,NA,4802,30.15,"Saturday",9,"January","2021"
"411","Jan. 2, 2021",2021-01-02,"Run",412,3.12,1749,9.34,0,6.42,0,NA,4662,29.15,"Saturday",2,"January","2021"
"412","Dec. 27, 2020",2020-12-27,"Run",410,3.15,2491,13.16,0.1,4.56,600.76,0,5378,41.52,"Sunday",27,"December","2020"
"413","Dec. 6, 2020",2020-12-06,"Run",539,4.02,2358,9.78,0,6.14,0,NA,8895,39.3,"Sunday",6,"December","2020"
"414","Nov. 28, 2020",2020-11-28,"Run",403,3.1,1674,9,0,6.67,0,NA,6859,27.9,"Saturday",28,"November","2020"
"415","Dec. 27, 2020",2020-11-26,"Run",501,3.73,2196,9.82,0,6.11,0,143,6121,36.6,"Thursday",26,"November","2020"
"416","Nov. 23, 2020",2020-11-23,"Run",841,6.2,3733,10.03,0.97,5.98,61.89,157,10044,62.22,"Monday",23,"November","2020"
"417","Nov. 22, 2020",2020-11-22,"Run",434,3.34,1800,8.98,0,6.68,0,NA,4818,30,"Sunday",22,"November","2020"
"418","Nov. 21, 2020",2020-11-21,"Run",987,7.5,4183,9.3,0,6.45,0,NA,9761,69.72,"Saturday",21,"November","2020"
"419","Nov. 19, 2020",2020-11-19,"Run",403,3.1,1632,8.77,0,6.84,0,NA,4379,27.2,"Thursday",19,"November","2020"
"420","Nov. 17, 2020",2020-11-17,"Run",881,6.19,4204,11.32,0,5.3,0,NA,11005,70.07,"Tuesday",17,"November","2020"
"421","Nov. 4, 2020",2020-11-04,"Run",866,6.06,3678,10,1.9,6,31.55,164,9863,61.3,"Wednesday",4,"November","2020"
"422","Nov. 3, 2020",2020-11-03,"Machine Workout",304,4.5,2640,9.78,0,6.14,0,NA,9957,44,"Tuesday",3,"November","2020"
"423","Nov. 1, 2020",2020-11-01,"Run",407,3.1,1721,9.25,0,6.48,0,NA,4592,28.68,"Sunday",1,"November","2020"
"424","Oct. 31, 2020",2020-10-31,"Run",402,3.1,1581,8.5,0,7.06,0,NA,4257,26.35,"Saturday",31,"October","2020"
"425","Oct. 31, 2020",2020-10-30,"Run",355,2.5,1695,11.3,0,5.31,0,NA,4438,28.25,"Friday",30,"October","2020"
"426","Oct. 16, 2020",2020-10-16,"Run",1519,10.88,7059,10.81,0.77,5.55,77.83,0,18553,117.65,"Friday",16,"October","2020"
"427","Oct. 15, 2020",2020-10-15,"Run",418,3.1,1840,9.89,0.99,6.07,60.44,0,4980,30.67,"Thursday",15,"October","2020"
"428","Oct. 11, 2020",2020-10-11,"Run",813,6.58,5424,13.74,0.03,4.37,1853.55,127,11855,90.4,"Sunday",11,"October","2020"
"429","Oct. 9, 2020",2020-10-09,"Run",851,6.47,3600,9.27,0,6.47,0,NA,9603,60,"Friday",9,"October","2020"
"430","Oct. 8, 2020",2020-10-08,"Run",482,3.85,2065,8.93,0.41,6.72,145.19,144,5697,34.42,"Thursday",8,"October","2020"
"431","Oct. 7, 2020",2020-10-07,"Run",909,6.98,3600,8.6,0,6.98,0,NA,9681,60,"Wednesday",7,"October","2020"
"432","Oct. 6, 2020",2020-10-06,"Run",525,4,2207,9.2,0,6.52,0,NA,5892,36.78,"Tuesday",6,"October","2020"
"433","Oct. 7, 2020",2020-10-04,"Run",395,3.1,1501,8.07,0,7.44,0,NA,4066,25.02,"Sunday",4,"October","2020"
"434","Oct. 3, 2020",2020-10-03,"Run",552,4.29,2391,9.29,0.85,6.46,70.73,155,6455,39.85,"Saturday",3,"October","2020"
"435","Oct. 1, 2020",2020-10-01,"Run",649,5,2688,8.96,0,6.7,0,NA,7196,44.8,"Thursday",1,"October","2020"
"436","Sept. 29, 2020",2020-09-29,"Run",782,6.01,4734,13.13,0.27,4.57,223.68,0,10584,78.9,"Tuesday",29,"September","2020"
"437","Sept. 28, 2020",2020-09-28,"Run",521,4.02,2138,8.87,0.9,6.77,66.79,164,5806,35.63,"Monday",28,"September","2020"
"438","Sept. 26, 2020",2020-09-26,"Run",903,6.94,3600,8.65,0,6.94,0,NA,9675,60,"Saturday",26,"September","2020"
"439","Sept. 25, 2020",2020-09-25,"Run",872,6.71,3601,8.94,0,6.71,0,NA,9642,60.02,"Friday",25,"September","2020"
"440","Sept. 23, 2020",2020-09-23,"Run",1318,10.06,5537,9.17,0,6.54,0,NA,14787,92.28,"Wednesday",23,"September","2020"
"441","Sept. 21, 2020",2020-09-21,"Run",387,3.1,1446,7.77,0,7.72,0,NA,3934,24.1,"Monday",21,"September","2020"
"442","Sept. 20, 2020",2020-09-20,"Run",513,5.17,3460,11.14,0.16,5.38,382.6,146,8503,57.67,"Sunday",20,"September","2020"
"443","Sept. 17, 2020",2020-09-17,"Run",408,3.01,1807,10.01,0,6,0,NA,4784,30.12,"Thursday",17,"September","2020"
"444","Sept. 16, 2020",2020-09-16,"Run",824,6.14,3600,9.77,0,6.14,0,NA,9552,60,"Wednesday",16,"September","2020"
"445","Sept. 14, 2020",2020-09-14,"Run",881,6.78,3600,8.85,0,6.78,0,NA,9651,60,"Monday",14,"September","2020"
"446","Sept. 13, 2020",2020-09-13,"Run",398,3.1,1537,8.26,0,7.26,0,NA,4152,25.62,"Sunday",13,"September","2020"
"447","Sept. 10, 2020",2020-10-20,"Run",1308,10.07,5391,8.92,0,6.72,0,NA,14439,89.85,"Tuesday",20,"October","2020"
"448","Sept. 7, 2020",2020-07-20,"Run",337,3.1,1749,9.4,0.99,6.38,60.74,163,4696,29.15,"Monday",20,"July","2020"
"449","Sept. 6, 2020",2020-06-20,"Run",328,3.1,1787,9.6,1.04,6.25,57.76,161,4819,29.78,"Saturday",20,"June","2020"
"450","Sept. 4, 2020",2020-04-20,"Run",381,3.01,1434,7.94,0,7.56,0,NA,3892,23.9,"Monday",20,"April","2020"
"451","Sept. 2, 2020",2020-02-20,"Run",456,3.5,1902,9.06,0,6.62,0,NA,1814,31.7,"Thursday",20,"February","2020"
"452","Sept. 1, 2020",2020-01-20,"Run",404,3.1,1594,8.57,0,7,0,NA,4288,26.57,"Monday",20,"January","2020"
"453","Aug. 29, 2020",2020-08-29,"Run",421,3.21,1778,9.24,1.64,6.49,36.68,76,5219,29.63,"Saturday",29,"August","2020"
"454","Aug. 28, 2020",2020-08-28,"Run",199,1.88,1263,11.18,1.85,5.37,32.48,142,3051,21.05,"Friday",28,"August","2020"
"455","Aug. 25, 2020",2020-08-25,"Run",249,2.43,1388,9.5,0.97,6.32,62.09,142,3759,23.13,"Tuesday",25,"August","2020"
"456","Aug. 24, 2020",2020-08-24,"Run",108,1.9,1031,9.02,0.87,6.65,68.9,150,2703,17.18,"Monday",24,"August","2020"
"457","Aug. 21, 2020",2020-08-21,"Run",228,2.28,1527,11.15,0.73,5.38,81.68,123,3576,25.45,"Friday",21,"August","2020"
"458","Aug. 19, 2020",2020-08-19,"Run",418,4.19,3411,13.55,0.68,4.43,88.51,120,7331,56.85,"Wednesday",19,"August","2020"
"459","Aug. 18, 2020",2020-08-18,"Run",300,2.89,1995,11.51,1.04,5.21,57.42,124,4703,33.25,"Tuesday",18,"August","2020"
"460","Aug. 16, 2020",2020-08-16,"Run",541,5.26,3129,9.91,0.8,6.06,75.01,121,8416,52.15,"Sunday",16,"August","2020"
"461","Aug. 15, 2020",2020-08-15,"Run",227,2.24,1294,9.61,1.01,6.24,59.54,127,3477,21.57,"Saturday",15,"August","2020"
"462","Aug. 14, 2020",2020-08-14,"Run",228,2.17,1239,9.49,0.95,6.32,63.43,143,3364,20.65,"Friday",14,"August","2020"
"463","Aug. 13, 2020",2020-08-13,"Run",438,4.19,2507,9.95,0.96,6.03,62.25,148,6733,41.78,"Thursday",13,"August","2020"
"464","Aug. 12, 2020",2020-08-12,"Run",270,2.63,1523,9.66,1,6.21,59.83,139,4094,25.38,"Wednesday",12,"August","2020"
"465","Aug. 11, 2020",2020-08-11,"Run",326,2.99,1647,9.16,0.87,6.55,69.12,149,4476,27.45,"Tuesday",11,"August","2020"
"466","Aug. 10, 2020",2020-08-10,"Run",322,3.1,1779,9.57,1.14,6.27,52.5,149,4834,29.65,"Monday",10,"August","2020"
"467","Aug. 7, 2020",2020-08-07,"Run",261,2,1049,8.72,0.31,6.88,192.47,0,2797,17.48,"Friday",7,"August","2020"
"468","Aug. 6, 2020",2020-08-06,"Run",445,3.34,1927,9.62,1.23,6.24,48.98,0,5057,32.12,"Thursday",6,"August","2020"
"469","Aug. 5, 2020",2020-08-05,"Run",487,3.68,2087,9.47,0.88,6.34,68.16,0,5265,34.78,"Wednesday",5,"August","2020"
"470","Aug. 4, 2020",2020-08-04,"Run",467,3.52,1998,9.44,0.87,6.35,68.67,0,5350,33.3,"Tuesday",4,"August","2020"
"471","Aug. 3, 2020",2020-08-03,"Run",393,3.74,2140,9.52,0.96,6.3,62.51,127,5766,35.67,"Monday",3,"August","2020"
"472","Aug. 2, 2020",2020-08-02,"Run",236,2.24,1302,9.7,1.12,6.19,53.45,127,3499,21.7,"Sunday",2,"August","2020"
"473","Aug. 1, 2020",2020-08-01,"Run",300,2.68,1540,9.58,0.89,6.27,67.28,150,4155,25.67,"Saturday",1,"August","2020"
"474","July 31, 2020",2020-07-31,"Run",211,2,1135,9.46,1.14,6.34,52.56,153,3047,18.92,"Friday",31,"July","2020"
"475","July 30, 2020",2020-07-30,"Run",439,4,2715,11.31,1.05,5.31,57.05,151,6478,45.25,"Thursday",30,"July","2020"
"476","July 28, 2020",2020-07-28,"Run",328,3.11,1826,9.76,0.93,6.15,64.65,147,4926,30.43,"Tuesday",28,"July","2020"
"477","July 27, 2020",2020-07-27,"Run",325,3.09,1669,9,1.05,6.67,57.07,160,4501,27.82,"Monday",27,"July","2020"
"478","July 26, 2020",2020-07-26,"Run",105,1.69,998,9.85,1.46,6.09,40.96,152,2635,16.63,"Sunday",26,"July","2020"
"479","July 24, 2020",2020-07-24,"Run",312,2.85,1638,9.57,0.92,6.27,65.07,156,4356,27.3,"Friday",24,"July","2020"
"480","July 23, 2020",2020-07-23,"Run",385,3.48,2070,9.9,1.04,6.06,57.95,159,5564,34.5,"Thursday",23,"July","2020"
"481","July 21, 2020",2020-07-21,"Run",213,2.02,1122,9.27,0.44,6.47,137.08,151,3008,18.7,"Tuesday",21,"July","2020"
"482","July 20, 2020",2020-07-20,"Run",232,2.06,1157,9.37,1.16,6.41,51.55,157,3131,19.28,"Monday",20,"July","2020"
"483","July 17, 2020",2020-07-17,"Run",118,1.16,649,9.35,4.63,6.42,12.95,117,1728,10.82,"Friday",17,"July","2020"
"484","July 16, 2020",2020-07-16,"Run",348,3.34,1819,9.07,5.81,6.61,10.33,128,4894,30.32,"Thursday",16,"July","2020"
"485","July 16, 2020",2020-07-13,"Run",412,4,2297,9.56,4.77,6.27,12.58,117,6253,38.28,"Monday",13,"July","2020"
"486","July 12, 2020",2020-07-12,"Run",326,3.22,1807,9.34,0.94,6.42,63.63,130,4845,30.12,"Sunday",12,"July","2020"
"487","July 12, 2020",2020-07-10,"Run",368,3.43,2046,9.94,1,6.04,60.16,141,5506,34.1,"Friday",10,"July","2020"
"488","July 9, 2020",2020-07-09,"Run",261,2.62,1563,9.93,0.99,6.04,60.57,138,4211,26.05,"Thursday",9,"July","2020"
"489","July 8, 2020",2020-07-08,"Run",266,2.63,1529,9.7,1.12,6.19,53.62,137,4178,25.48,"Wednesday",8,"July","2020"
"490","July 7, 2020",2020-07-07,"Walk",104,0.98,872,14.83,2.16,4.05,27.75,94,1887,14.53,"Tuesday",7,"July","2020"
"491","July 7, 2020",2020-07-07,"Run",261,2.56,1390,9.06,1.1,6.62,54.62,144,3798,23.17,"Tuesday",7,"July","2020"
"492","July 3, 2020",2020-07-03,"Run",378,3.51,2096,9.96,0.63,6.02,95.67,150,5711,34.93,"Friday",3,"July","2020"
"493","June 30, 2020",2020-06-30,"Run",339,3.17,1809,9.52,0.89,6.3,67.19,130,4963,30.15,"Tuesday",30,"June","2020"
"494","June 29, 2020",2020-06-29,"Run",144,1.4,810,9.66,2.39,6.21,25.11,146,2199,13.5,"Monday",29,"June","2020"
"495","June 29, 2020",2020-06-29,"Run",189,1.81,997,9.19,1.13,6.53,53.13,143,2704,16.62,"Monday",29,"June","2020"
"496","June 29, 2020",2020-06-29,"Run",409,4.01,2331,9.68,1.41,6.2,42.49,135,6347,38.85,"Monday",29,"June","2020"
"497","June 28, 2020",2020-06-28,"Run",447,4.34,2571,9.87,1.03,6.08,58.11,122,6954,42.85,"Sunday",28,"June","2020"
"498","June 27, 2020",2020-06-27,"Walk",33,0.3,397,22.33,2.6,2.69,23.1,119,652,6.62,"Saturday",27,"June","2020"
"499","June 27, 2020",2020-06-27,"Run",535,5.06,2863,9.43,0.87,6.36,69.15,149,7823,47.72,"Saturday",27,"June","2020"
"500","June 26, 2020",2020-06-26,"Walk",56,0.83,969,19.47,1.98,3.08,30.32,80,1752,16.15,"Friday",26,"June","2020"
"501","June 26, 2020",2020-06-26,"Run",63,0.58,325,9.32,0.93,6.44,64.85,123,845,5.42,"Friday",26,"June","2020"
"502","June 26, 2020",2020-06-26,"Walk",44,0.57,645,18.85,2.8,3.18,21.42,91,1168,10.75,"Friday",26,"June","2020"
"503","June 26, 2020",2020-06-26,"Run",321,3.1,1762,9.47,5.04,6.34,11.89,130,4673,29.37,"Friday",26,"June","2020"
"504","June 26, 2020",2020-06-26,"Run",60,0.56,312,9.24,2.75,6.49,21.81,116,763,5.2,"Friday",26,"June","2020"
"505","June 25, 2020",2020-06-25,"Run",496,4.63,2633,9.48,0.44,6.33,135.42,145,7040,43.88,"Thursday",25,"June","2020"
"506","June 24, 2020",2020-06-24,"Run",438,4.06,2187,8.98,1.34,6.68,44.71,150,5907,36.45,"Wednesday",24,"June","2020"
"507","June 23, 2020",2020-06-23,"Run",822,7.82,4546,9.69,1.25,6.19,48.18,130,12387,75.77,"Tuesday",23,"June","2020"
"508","June 21, 2020",2020-06-21,"Walk",96,1.02,1117,18.17,1.8,3.3,33.42,102,1920,18.62,"Sunday",21,"June","2020"
"509","June 21, 2020",2020-06-21,"Run",158,1.57,815,8.61,2.45,6.97,24.45,144,2205,13.58,"Sunday",21,"June","2020"
"510","June 20, 2020",2020-06-20,"Run",517,5.02,2964,9.84,6.92,6.1,8.67,129,7906,49.4,"Saturday",20,"June","2020"
"511","June 19, 2020",2020-06-19,"Run",518,4.75,2816,9.89,0.69,6.07,87.34,148,7597,46.93,"Friday",19,"June","2020"
"512","June 18, 2020",2020-06-18,"Walk",89,0.91,1078,19.74,7.76,3.04,7.73,112,1587,17.97,"Thursday",18,"June","2020"
"513","June 18, 2020",2020-06-18,"Run",238,2.2,1309,9.92,6.76,6.05,8.88,155,3454,21.82,"Thursday",18,"June","2020"
"514","June 16, 2020",2020-06-16,"Run",291,2.82,1553,9.17,0.87,6.54,69.09,150,4146,25.88,"Tuesday",16,"June","2020"
"515","June 15, 2020",2020-06-15,"Run",426,4.02,2285,9.48,1.24,6.33,48.26,148,6202,38.08,"Monday",15,"June","2020"
"516","June 14, 2020",2020-06-14,"Walk",311,3,2717,15.09,2.03,3.97,29.58,87,3244,45.28,"Sunday",14,"June","2020"
"517","June 14, 2020",2020-06-14,"Run",754,7.02,4187,9.94,0.88,6.04,68.24,151,11262,69.78,"Sunday",14,"June","2020"
"518","June 14, 2020",2020-06-11,"Run",797,7.26,4140,9.5,1.15,6.32,52.09,154,11214,69,"Thursday",11,"June","2020"
"519","June 8, 2020",2020-06-08,"Run",439,4.02,2317,9.61,7.48,6.24,8.02,151,6298,38.62,"Monday",8,"June","2020"
"520","June 7, 2020",2020-06-07,"Run",152,1.1,691,10.46,1.35,5.73,44.28,154,1863,11.52,"Sunday",7,"June","2020"
"521","June 7, 2020",2020-06-07,"Walk",23,0.24,290,20,16.59,3,3.62,115,514,4.83,"Sunday",7,"June","2020"
"522","June 7, 2020",2020-06-07,"Run",256,2,982,8.19,0.82,7.32,72.97,0,2685,16.37,"Sunday",7,"June","2020"
"523","June 6, 2020",2020-06-06,"Walk",118,1.2,1506,20.51,9.82,2.93,6.11,114,2428,25.1,"Saturday",6,"June","2020"
"524","June 6, 2020",2020-06-06,"Run",584,5.33,3167,9.9,1.22,6.06,49.16,153,8442,52.78,"Saturday",6,"June","2020"
"525","June 5, 2020",2020-06-05,"Walk",26,0.27,322,20.14,8.39,2.98,7.15,117,558,5.37,"Friday",5,"June","2020"
"526","June 5, 2020",2020-06-05,"Run",266,2.27,1451,10.66,8.34,5.63,7.19,153,3893,24.18,"Friday",5,"June","2020"
"527","June 5, 2020",2020-06-05,"Walk",54,0.5,567,18.95,13.63,3.17,4.4,115,955,9.45,"Friday",5,"June","2020"
"528","June 5, 2020",2020-06-05,"Run",468,4.41,2491,9.4,0.95,6.38,63.1,153,6769,41.52,"Friday",5,"June","2020"
"529","June 4, 2020",2020-06-04,"Run",109,1.01,653,10.74,1.18,5.59,50.98,150,1762,10.88,"Thursday",4,"June","2020"
"530","June 4, 2020",2020-06-04,"Walk",124,1.19,1291,18.05,2.39,3.32,25.09,122,2342,21.52,"Thursday",4,"June","2020"
"531","June 4, 2020",2020-06-04,"Run",540,5.02,2908,9.66,6.01,6.21,9.99,153,7851,48.47,"Thursday",4,"June","2020"
"532","June 3, 2020",2020-06-03,"Run",328,3.1,1585,8.51,1.87,7.05,32.03,160,4350,26.42,"Wednesday",3,"June","2020"
"533","June 2, 2020",2020-06-02,"Walk",298,2.82,2623,15.5,2.6,3.87,23.1,122,5314,43.72,"Tuesday",2,"June","2020"
"534","June 2, 2020",2020-06-02,"Run",142,1.03,646,10.45,0.8,5.74,75.34,0,1755,10.77,"Tuesday",2,"June","2020"
"535","June 2, 2020",2020-06-02,"Run",252,2.38,1405,9.84,5.8,6.1,10.35,151,3849,23.42,"Tuesday",2,"June","2020"
"536","May 30, 2020",2020-05-30,"Run",1508,13.43,8767,10.87,0.13,5.52,448.07,145,23604,146.12,"Saturday",30,"May","2020"
"537","May 28, 2020",2020-05-28,"Run",409,3.1,1744,9.38,0,6.4,0,NA,4647,29.07,"Thursday",28,"May","2020"
"538","May 27, 2020",2020-05-27,"Run",897,8.34,5055,10.1,0.84,5.94,71.25,152,14073,84.25,"Wednesday",27,"May","2020"
"539","May 26, 2020",2020-05-26,"Run",109,1.01,608,10.01,1.89,5.99,31.77,149,1776,10.13,"Tuesday",26,"May","2020"
"540","May 26, 2020",2020-05-26,"Run",118,1.17,676,9.65,0.46,6.22,129.28,139,1953,11.27,"Tuesday",26,"May","2020"
"541","May 25, 2020",2020-05-25,"Run",187,1.68,1079,10.67,1.23,5.62,48.84,154,2980,17.98,"Monday",25,"May","2020"
"542","May 25, 2020",2020-05-25,"Walk",108,1.12,1585,23.6,1.03,2.54,58.22,111,2378,26.42,"Monday",25,"May","2020"
"543","May 25, 2020",2020-05-25,"Run",666,6,3529,9.79,0.99,6.13,60.39,154,9659,58.82,"Monday",25,"May","2020"
"544","May 24, 2020",2020-05-24,"Run",676,6.58,4916,12.46,0.98,4.82,60.97,133,10923,81.93,"Sunday",24,"May","2020"
"545","May 22, 2020",2020-05-22,"Run",95,0.85,523,10.2,1.03,5.88,58.04,155,1437,8.72,"Friday",22,"May","2020"
"546","May 22, 2020",2020-05-22,"Run",662,6.17,3394,9.17,4.89,6.54,12.27,159,9378,56.57,"Friday",22,"May","2020"
"547","May 21, 2020",2020-05-21,"Run",350,3.35,1758,8.75,1.39,6.85,43.06,157,4948,29.3,"Thursday",21,"May","2020"
"548","May 20, 2020",2020-05-20,"Run",405,3.1,1698,9.13,0,6.57,0,NA,4537,28.3,"Wednesday",20,"May","2020"
"549","May 19, 2020",2020-05-19,"Run",401,3.1,1566,8.42,0,7.13,0,NA,4221,26.1,"Tuesday",19,"May","2020"
"550","May 18, 2020",2020-05-18,"Run",215,2.02,1027,8.47,2.83,7.08,21.18,161,2899,17.12,"Monday",18,"May","2020"
"551","May 16, 2020",2020-05-16,"Run",758,6.91,4063,9.8,1.3,6.12,46.05,155,11290,67.72,"Saturday",16,"May","2020"
"552","May 15, 2020",2020-05-15,"Run",627,5.65,3153,9.31,1.63,6.45,36.9,162,8721,52.55,"Friday",15,"May","2020"
"553","May 12, 2020",2020-05-12,"Run",757,7.02,3998,9.49,0.14,6.32,434.26,153,10975,66.63,"Tuesday",12,"May","2020"
"554","May 10, 2020",2020-05-09,"Walk",114,1.06,1437,22.49,3.22,2.67,18.64,103,2320,23.95,"Saturday",9,"May","2020"
"555","May 9, 2020",2020-05-09,"Run",1063,10,5645,9.4,1.06,6.38,56.47,154,15387,94.08,"Saturday",9,"May","2020"
"556","May 6, 2020",2020-05-06,"Run",487,4.54,2496,9.15,0.81,6.56,73.76,156,7000,41.6,"Wednesday",6,"May","2020"
"557","May 4, 2020",2020-05-04,"Run",370,3.52,1882,8.9,0.82,6.74,73.54,152,5211,31.37,"Monday",4,"May","2020"
"558","May 3, 2020",2020-05-03,"Walk",170,1.56,3072,29.22,1.54,2.05,38.93,103,3372,51.2,"Sunday",3,"May","2020"
"559","May 3, 2020",2020-05-03,"Run",318,3.1,1704,9.15,0.87,6.56,69.08,158,4801,28.4,"Sunday",3,"May","2020"
"560","May 2, 2020",2020-05-02,"Run",459,4.27,2309,9,0.43,6.66,138.78,160,6298,38.48,"Saturday",2,"May","2020"
"561","May 1, 2020",2020-05-01,"Run",588,5.63,3120,9.23,1.1,6.5,54.69,151,8617,52,"Friday",1,"May","2020"
"562","April 29, 2020",2020-04-29,"Run",341,3.2,1823,9.5,1.16,6.32,51.71,133,5060,30.38,"Wednesday",29,"April","2020"
"563","April 27, 2020",2020-04-27,"Run",634,6.23,3628,9.7,0.93,6.19,64.52,137,10080,60.47,"Monday",27,"April","2020"
"564","April 26, 2020",2020-04-26,"Walk",72,0.89,1358,25.43,5.43,2.36,11.04,76,1800,22.63,"Sunday",26,"April","2020"
"565","April 26, 2020",2020-04-26,"Run",409,4.03,2200,9.11,0.94,6.59,63.56,124,6017,36.67,"Sunday",26,"April","2020"
"566","April 25, 2020",2020-04-25,"Walk",75,0.72,825,19.1,14.44,3.14,4.16,116,1451,13.75,"Saturday",25,"April","2020"
"567","April 25, 2020",2020-04-25,"Run",412,4.04,2074,8.56,0.41,7.01,147.68,155,5774,34.57,"Saturday",25,"April","2020"
"568","April 24, 2020",2020-04-24,"Run",512,4.82,2543,8.78,1.87,6.83,32.09,159,6922,42.38,"Friday",24,"April","2020"
"569","April 22, 2020",2020-04-22,"Run",461,4.35,2353,9.01,2.55,6.66,23.53,148,6417,39.22,"Wednesday",22,"April","2020"
"570","April 22, 2020",2020-04-22,"Run",446,4.2,2333,9.25,4.84,6.49,12.39,150,6369,38.88,"Wednesday",22,"April","2020"
"571","April 21, 2020",2020-04-21,"Run",436,4.2,2207,8.75,0.84,6.86,71.04,158,5944,36.78,"Tuesday",21,"April","2020"
"572","April 20, 2020",2020-04-20,"Walk",34,0.42,606,24.24,12.64,2.48,4.75,91,830,10.1,"Monday",20,"April","2020"
"573","April 20, 2020",2020-04-20,"Run",409,4.01,2241,9.3,0.97,6.45,61.85,142,5986,37.35,"Monday",20,"April","2020"
"574","April 19, 2020",2020-04-19,"Walk",100,1,1119,18.58,1.85,3.23,32.35,107,2031,18.65,"Sunday",19,"April","2020"
"575","April 19, 2020",2020-04-19,"Run",846,8.02,4808,9.99,1,6,59.79,149,12937,80.13,"Sunday",19,"April","2020"
"576","April 18, 2020",2020-04-18,"Run",167,1.57,881,9.33,4.22,6.43,14.21,163,2395,14.68,"Saturday",18,"April","2020"
"577","April 18, 2020",2020-04-18,"Walk",62,0.66,702,17.7,9.58,3.39,6.26,121,1312,11.7,"Saturday",18,"April","2020"
"578","April 18, 2020",2020-04-18,"Run",506,4.53,2585,9.5,5.24,6.32,11.46,158,7003,43.08,"Saturday",18,"April","2020"
"579","April 16, 2020",2020-04-16,"Run",663,5.1,2751,8.99,0,6.67,0,NA,7362,45.85,"Thursday",16,"April","2020"
"580","April 14, 2020",2020-04-14,"Run",396,3.11,1504,8.06,0,7.44,0,NA,4074,25.07,"Tuesday",14,"April","2020"
