"","Date.Sub","Date","Activity","Cal.Burned","Distance","Duration","Avg.Pace","Max.Pace","Avg.Spd","Max.Spd","Avg.HR","Steps","Minutes","day","dayofmonth","month","year"
"777","Aug. 20, 2019",2019-07-07,"Gym Workout",124,0,1521,0,4.74,0,12.66,113,NA,25.35,"Sunday",7,"July","2019"
"778","Aug. 20, 2019",2019-07-07,"Walk",101,1.01,1011,16.64,0.98,3.61,61.07,114,1834,16.85,"Sunday",7,"July","2019"
"779","July 7, 2019",2019-07-07,"Walk",123,1.23,1336,18.16,0.77,3.3,77.84,0,2401,22.27,"Sunday",7,"July","2019"
"780","July 7, 2019",2019-07-07,"Weight Workout",215,0,1560,0,0,0,0,0,NA,26,"Sunday",7,"July","2019"
"781","July 7, 2019",2019-07-07,"Walk",110,1.04,926,14.84,0,4.04,0,NA,1961,15.43,"Sunday",7,"July","2019"
"782","July 7, 2019",2019-07-07,"Run",101,1.04,549,8.81,0.9,6.81,66.57,148,1487,9.15,"Sunday",7,"July","2019"
"783","July 6, 2019",2019-07-06,"Walk",205,2.79,2142,12.8,0.4,4.69,150.6,116,3723,35.7,"Saturday",6,"July","2019"
"784","July 6, 2019",2019-07-06,"Run",164,1.52,830,9.09,0.87,6.6,68.78,160,2212,13.83,"Saturday",6,"July","2019"
"785","July 5, 2019",2019-07-05,"Walk",153,1.64,1644,16.67,4.22,3.6,14.23,128,3063,27.4,"Friday",5,"July","2019"
"786","July 5, 2019",2019-07-05,"Run",156,1.52,843,9.24,0.85,6.49,71,160,2313,14.05,"Friday",5,"July","2019"
"787","Aug. 20, 2019",2019-07-04,"Walk",161,1.61,1942,20.08,9.18,2.99,6.54,120,3103,32.37,"Thursday",4,"July","2019"
"788","July 4, 2019",2019-07-04,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Thursday",4,"July","2019"
"789","July 4, 2019",2019-07-04,"Run",156,1.53,816,8.88,0.99,6.76,60.91,159,2215,13.6,"Thursday",4,"July","2019"
"790","July 2, 2019",2019-07-02,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Tuesday",2,"July","2019"
"791","July 2, 2019",2019-07-02,"Walk",88,1,1121,18.52,8.59,3.24,6.98,118,2007,18.68,"Tuesday",2,"July","2019"
"792","July 2, 2019",2019-07-02,"Run",95,1.02,552,9.02,0.34,6.65,174.52,148,1439,9.2,"Tuesday",2,"July","2019"
"793","July 1, 2019",2019-07-01,"Walk",184,1.8,1762,16.31,0,3.68,0,NA,3562,29.37,"Monday",1,"July","2019"
"794","June 29, 2019",2019-06-29,"Walk",138,1.47,1966,22.17,7.36,2.71,8.15,123,2363,32.77,"Saturday",29,"June","2019"
"795","June 29, 2019",2019-06-29,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Saturday",29,"June","2019"
"796","June 29, 2019",2019-06-29,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Saturday",29,"June","2019"
"797","June 29, 2019",2019-06-29,"Run",118,1.27,693,9.13,3.32,6.57,18.06,150,1824,11.55,"Saturday",29,"June","2019"
"798","June 28, 2019",2019-06-28,"Walk",351,3.41,3226,15.77,0,3.81,0,NA,6630,53.77,"Friday",28,"June","2019"
"799","June 25, 2019",2019-06-25,"Walk",345,3.36,3278,16.26,0,3.69,0,NA,6638,54.63,"Tuesday",25,"June","2019"
"800","June 24, 2019",2019-06-24,"Walk",318,3.1,2996,16.11,0,3.72,0,NA,6,49.93,"Monday",24,"June","2019"
"801","June 17, 2019",2019-06-17,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Monday",17,"June","2019"
"802","June 17, 2019",2019-06-17,"Walk",250,2.43,2330,15.98,0,3.75,0,NA,4725,38.83,"Monday",17,"June","2019"
"803","June 16, 2019",2019-06-16,"Weight Workout",215,0,1560,0,0,0,0,0,NA,26,"Sunday",16,"June","2019"
"804","June 16, 2019",2019-06-16,"Run",238,2.33,2307,16.5,0,3.64,0,NA,5811,38.45,"Sunday",16,"June","2019"
"805","June 14, 2019",2019-06-14,"Weight Workout",215,0,1560,0,0,0,0,0,NA,26,"Friday",14,"June","2019"
"806","June 14, 2019",2019-06-14,"Walk",323,3.15,3080,16.3,0,3.68,0,NA,6202,51.33,"Friday",14,"June","2019"
"807","June 12, 2019",2019-06-12,"Run",215,2.09,1962,15.65,3.21,3.83,18.7,111,3819,32.7,"Wednesday",12,"June","2019"
"808","June 11, 2019",2019-06-11,"Walk",106,1.04,1045,16.75,13.55,3.58,4.43,NA,1831,17.42,"Tuesday",11,"June","2019"
"809","June 11, 2019",2019-06-11,"Weight Workout",211,0,1526,0,57.79,0,1.04,NA,NA,25.43,"Tuesday",11,"June","2019"
"810","June 10, 2019",2019-06-10,"Walk",299,2.78,2458,14.74,5.71,4.07,10.51,0,4676,40.97,"Monday",10,"June","2019"
"811","June 9, 2019",2019-06-09,"Walk",293,2.88,2986,17.28,0,3.47,0,73,5876,49.77,"Sunday",9,"June","2019"
"812","June 8, 2019",2019-06-08,"Run",190,1.57,1307,13.84,1.25,4.33,47.97,116,2729,21.78,"Saturday",8,"June","2019"
"813","June 6, 2019",2019-06-07,"Weight Workout",96,0,692,0,0,0,0,NA,NA,11.53,"Friday",7,"June","2019"
"814","June 6, 2019",2019-06-06,"Walk",321,3.13,3064,16.32,14.81,3.68,4.05,NA,55,51.07,"Thursday",6,"June","2019"
"815","June 5, 2019",2019-06-05,"Weight Workout",83,0,600,0,0,0,0,NA,NA,10,"Wednesday",5,"June","2019"
"816","June 5, 2019",2019-06-05,"Walk",249,2.22,1921,14.43,13.25,4.16,4.53,110,3887,32.02,"Wednesday",5,"June","2019"
"817","June 3, 2019",2019-06-03,"Walk",309,2.99,2764,15.41,0,3.89,0,NA,5745,46.07,"Monday",3,"June","2019"
"818","June 2, 2019",2019-06-02,"Walk",316,3.1,3180,17.1,0,3.51,0,NA,6289,53,"Sunday",2,"June","2019"
"819","June 2, 2019",2019-06-02,"Weight Workout",79,0,600,0,0,0,0,NA,NA,10,"Sunday",2,"June","2019"
"820","June 2, 2019",2019-06-02,"Weight Workout",79,0,600,0,0,0,0,NA,NA,10,"Sunday",2,"June","2019"
"821","May 30, 2019",2019-05-30,"Walk",307,3.1,2866,15.41,182.4,3.89,0.33,NA,6104,47.77,"Thursday",30,"May","2019"
"822","May 28, 2019",2019-05-28,"Walk",248,2.22,1886,14.16,1.4,4.24,42.8,102,3708,31.43,"Tuesday",28,"May","2019"
"823","May 27, 2019",2019-05-27,"Walk",322,2.22,3541,26.36,4.21,2.28,14.25,93,6149,59.02,"Monday",27,"May","2019"
"824","May 27, 2019",2019-05-23,"Walk",266,2.62,1946,12.36,4.68,4.85,12.83,136,4074,32.43,"Thursday",23,"May","2019"
"825","May 19, 2019",2019-05-19,"Run",419,3.11,2197,11.69,2.06,5.13,29.17,139,5295,36.62,"Sunday",19,"May","2019"
"826","May 15, 2019",2019-05-15,"Indoor Run / Jog",403,3.13,2344,12.48,0,4.81,0,NA,6926,39.07,"Wednesday",15,"May","2019"
"827","May 13, 2019",2019-05-13,"Run",258,1.96,1214,10.32,2.67,5.82,22.45,0,3209,20.23,"Monday",13,"May","2019"
"828","May 13, 2019",2019-05-13,"Indoor Run / Jog",191,1.42,927,10.88,17.09,5.51,3.51,158,67,15.45,"Monday",13,"May","2019"
"829","Oct. 19, 2016",2016-10-19,"Class Workout",186,0,3600,0,0,0,0,NA,NA,60,"Wednesday",19,"October","2016"
"830","Oct. 12, 2016",2016-10-12,"Class Workout",183,0,3600,0,0,0,0,NA,NA,60,"Wednesday",12,"October","2016"
"831","Sept. 26, 2016",2016-09-26,"Class Workout",186,0,3600,0,0,0,0,NA,NA,60,"Monday",26,"September","2016"
"832","Aug. 12, 2016",2016-08-12,"Class Workout",189,0,3600,0,0,0,0,NA,NA,60,"Friday",12,"August","2016"
