Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Avg Speed (mi/h),Avg Heart Rate,Steps,target,minutes,Times,Distances
2019-07-25,2019-07-25,Run,407,3.09664,1720,9.25753,6.48121,0,4711,256,28.666666666666668,20-30,3.09-6.19
2019-07-23,2019-07-23,Run,419,3.09725,1859,10.0011,5.99934,0,5096,259,30.983333333333334,30-50,3.09-6.19
2019-07-21,2019-07-21,Walk,97,1.00093,1190,19.7862,3.03241,0,2119,51,19.833333333333332,0-20,0-3.09
2019-07-21,2019-07-21,Run,354,2.62644,1557,9.87488,6.07603,0,4214,221,25.95,20-30,0-3.09
2019-07-21,2019-07-21,Run,66,0.486316,289,9.87221,6.07767,0,753,22,4.816666666666666,0-20,0-3.09
2019-07-21,2019-07-21,Walk,111,1.07539,986,15.2632,3.93103,0,1873,78,16.433333333333334,0-20,0-3.09
2019-07-20,2019-07-20,Walk,199,2.03689,2644,21.6308,2.77383,0,4144,164,44.06666666666667,30-50,0-3.09
2019-07-20,2019-07-20,Run,133,1.00456,572,9.48476,6.32594,0,1564,58,9.533333333333333,0-20,0-3.09
2019-07-20,2019-07-20,Walk,36,0.365521,453,20.5981,2.91289,0,720,17,7.55,0-20,0-3.09
2019-07-20,2019-07-20,Run,130,1.00421,512,8.48981,7.06729,0,1379,56,8.533333333333333,0-20,0-3.09
2019-07-20,2019-07-20,Walk,9,0.0905981,95,17.404,3.44748,0,166,0,1.5833333333333333,0-20,0-3.09
2019-07-18,2019-07-18,Walk,71,0.713012,774,18.0601,3.32225,0,1431,32,12.9,0-20,0-3.09
2019-07-18,2019-07-18,Run,295,2.20504,1288,9.73478,6.16347,0,3487,175,21.466666666666665,20-30,0-3.09
2019-07-17,2019-07-17,Walk,35,0.359911,420,19.0447,3.15048,0,780,16,7.0,0-20,0-3.09
2019-07-17,2019-07-17,Run,429,3.20796,1863,9.67486,6.20164,0,5090,350,31.05,30-50,3.09-6.19
2019-07-16,2019-07-16,Walk,35,0.347854,388,18.5576,3.23317,120,698,14,6.466666666666667,0-20,0-3.09
2019-07-16,2019-07-16,Run,135,1.01098,586,9.63964,6.2243,0,1573,61,9.766666666666667,0-20,0-3.09
2019-07-16,2019-07-16,Run,136,1.02663,583,9.46621,6.33833,0,1564,70,9.716666666666667,0-20,0-3.09
2019-07-14,2019-07-14,Walk,85,0.870482,1007,19.2654,3.1144,0,1748,41,16.783333333333335,0-20,0-3.09
2019-07-14,2019-07-14,Walk,88,0.909179,1117,20.4536,2.93347,0,1770,45,18.616666666666667,0-20,0-3.09
2019-07-14,2019-07-14,Run,228,1.67796,1020,10.1262,5.92521,0,2544,124,17.0,0-20,0-3.09
2019-08-20,2019-07-13,Walk,101,1.1325,1217,17.8725,3.35711,129,2168,84,20.283333333333335,20-30,0-3.09
2019-07-13,2019-07-13,Run,207,2.43352,1357,9.28996,6.45858,156,3709,199,22.616666666666667,20-30,0-3.09
2019-07-12,2019-07-12,Run,193,1.5037,743,8.2246,7.29519,0,2010,106,12.383333333333333,0-20,0-3.09
2019-07-12,2019-07-12,Walk,166,1.66542,1831,18.0872,3.31727,0,3231,122,30.516666666666666,30-50,0-3.09
2019-07-11,2019-07-11,Walk,126,1.25202,1843,24.5021,2.44877,0,2382,95,30.716666666666665,30-50,0-3.09
2019-07-11,2019-07-11,Run,411,3.09738,1765,9.49498,6.31913,0,4769,260,29.416666666666668,20-30,3.09-6.19
2019-08-20,2019-07-10,Run,198,2.24595,1055,7.82439,7.66832,164,2934,185,17.583333333333332,0-20,0-3.09
2019-07-10,2019-07-10,Run,283,2.24,1065,7.92411,7.57183,142,2891,183,17.75,0-20,0-3.09
2019-07-10,2019-07-10,Walk,111,1.13576,1241,18.1594,3.30408,108,2249,85,20.683333333333334,20-30,0-3.09
2019-07-10,2019-07-10,Walk,20,0.299202,268,14.9265,4.01971,95,488,13,4.466666666666667,0-20,0-3.09
2019-07-09,2019-07-09,Walk,149,1.19,970,13.5854,4.41649,142,2149,90,16.166666666666668,0-20,0-3.09
2019-07-09,2019-07-09,Run,267,2.01,1153,9.56053,6.2758,142,3066,156,19.216666666666665,0-20,0-3.09
2019-07-08,2019-07-08,Walk,28,0.2892,333,19.0473,3.15005,0,567,11,5.55,0-20,0-3.09
2019-07-08,2019-07-08,Walk,134,1.01344,575,9.45971,6.34269,0,827,66,9.583333333333334,0-20,0-3.09
2019-08-20,2019-07-07,Walk,101,1.01247,1011,16.6398,3.60581,114,1834,64,16.85,0-20,0-3.09
2019-07-07,2019-07-07,Walk,123,1.22552,1336,18.1575,3.30441,0,2401,93,22.266666666666666,20-30,0-3.09
2019-07-07,2019-07-07,Walk,110,1.04,926,14.8397,4.0432,142,1961,74,15.433333333333334,0-20,0-3.09
2019-07-07,2019-07-07,Run,101,1.03729,549,8.80963,6.81073,148,1487,72,9.15,0-20,0-3.09
2019-07-06,2019-07-06,Walk,205,2.78655,2142,12.8032,4.68634,116,3723,229,35.7,30-50,0-3.09
2019-07-06,2019-07-06,Run,164,1.51981,830,9.08742,6.60254,160,2212,109,13.833333333333334,0-20,0-3.09
2019-07-05,2019-07-05,Walk,153,1.64256,1644,16.6674,3.59984,128,3063,120,27.4,20-30,0-3.09
2019-07-05,2019-07-05,Run,156,1.51879,843,9.24391,6.49076,160,2313,108,14.05,0-20,0-3.09
2019-08-20,2019-07-04,Walk,161,1.60894,1942,20.0826,2.98766,120,3103,118,32.36666666666667,30-50,0-3.09
2019-07-04,2019-07-04,Run,156,1.53185,816,8.87755,6.75862,159,2215,110,13.6,0-20,0-3.09
2019-07-02,2019-07-02,Walk,88,1.00441,1121,18.5235,3.23912,118,2007,57,18.683333333333334,0-20,0-3.09
2019-07-02,2019-07-02,Run,95,1.01804,552,9.01609,6.65477,148,1439,67,9.2,0-20,0-3.09
2019-07-01,2019-07-01,Walk,184,1.8,1762,16.3148,3.67764,142,3562,133,29.366666666666667,20-30,0-3.09
2019-06-29,2019-06-29,Walk,138,1.47282,1966,22.1666,2.70677,123,2363,104,32.766666666666666,30-50,0-3.09
2019-06-29,2019-06-29,Run,118,1.26504,693,9.13247,6.56996,150,1824,96,11.55,0-20,0-3.09
2019-06-28,2019-06-28,Walk,351,3.41,3226,15.7674,3.80533,142,6630,370,53.766666666666666,50-100,3.09-6.19
2019-06-25,2019-06-25,Walk,345,3.36,3278,16.2599,3.69005,142,6638,366,54.63333333333333,50-100,3.09-6.19
2019-06-24,2019-06-24,Walk,318,3.1,2996,16.1075,3.72497,142,6,276,49.93333333333333,30-50,3.09-6.19
2019-06-17,2019-06-17,Walk,250,2.43,2330,15.9808,3.75451,142,4725,198,38.833333333333336,30-50,0-3.09
2019-06-16,2019-06-16,Run,238,2.33,2307,16.5021,3.63589,142,5811,189,38.45,30-50,0-3.09
2019-06-14,2019-06-14,Walk,323,3.15,3080,16.2963,3.68182,142,6202,338,51.333333333333336,50-100,3.09-6.19
2019-06-12,2019-06-12,Run,215,2.09,1962,15.6459,3.83486,111,3819,170,32.7,30-50,0-3.09
2019-06-11,2019-06-11,Walk,106,1.04,1045,16.7468,3.58278,142,1831,74,17.416666666666668,0-20,0-3.09
2019-06-10,2019-06-10,Walk,299,2.77861,2458,14.7358,4.07172,0,4676,228,40.96666666666667,30-50,0-3.09
2019-06-09,2019-06-09,Walk,293,2.88,2986,17.2801,3.4722,73,5876,236,49.766666666666666,30-50,0-3.09
2019-06-08,2019-06-08,Run,190,1.57283,1307,13.8431,4.33429,116,2729,112,21.783333333333335,20-30,0-3.09
2019-06-06,2019-06-06,Walk,321,3.13,3064,16.3152,3.67755,142,55,335,51.06666666666667,50-100,3.09-6.19
2019-06-05,2019-06-05,Walk,249,2.21734,1921,14.4337,4.15693,110,3887,176,32.016666666666666,30-50,0-3.09
2019-06-03,2019-06-03,Walk,309,2.99,2764,15.4069,3.89436,142,5745,244,46.06666666666667,30-50,0-3.09
2019-06-02,2019-06-02,Walk,316,3.1,3180,17.0968,3.50943,142,6289,276,53.0,50-100,3.09-6.19
2019-05-30,2019-05-30,Walk,307,3.1,2866,15.4086,3.89393,142,6104,276,47.766666666666666,30-50,3.09-6.19
2019-05-28,2019-05-28,Walk,248,2.22093,1886,14.1557,4.23856,102,3708,178,31.433333333333334,30-50,0-3.09
2019-05-27,2019-05-27,Walk,322,2.21864,3541,26.3649,2.27575,93,6149,177,59.016666666666666,50-100,0-3.09
2019-05-27,2019-05-23,Walk,266,2.62122,1946,12.3626,4.85336,136,4074,217,32.43333333333333,30-50,0-3.09
2019-05-19,2019-05-19,Run,419,3.11075,2197,11.6946,5.13058,139,5295,328,36.61666666666667,30-50,3.09-6.19
2019-05-15,2019-05-15,Indoor Run / Jog,403,3.13,2344,12.4814,4.80717,142,6926,335,39.06666666666667,30-50,3.09-6.19
2019-05-13,2019-05-13,Run,258,1.96155,1214,10.3169,5.81568,0,3209,145,20.233333333333334,20-30,0-3.09
2019-05-13,2019-05-13,Indoor Run / Jog,191,1.42,927,10.8803,5.51456,158,67,101,15.45,0-20,0-3.09
