,Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link,Calculated
39,2022-02-02,2022-02-02,Run,399,3.1,1722,9.24,1.55,6.49,38.76,151.0,4592.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6369855043,28.7
41,2022-02-01,2022-02-01,Run,400,3.11,1718,9.21,0.41,6.51,146.01,150.0,4610.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6367769863,28.633333333333333
42,2022-01-31,2022-01-31,Run,54,0.44,219,8.26,4.37,7.27,13.74,156.0,576.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6365763724,3.65
43,2022-01-31,2022-01-31,Run,287,2.23,1172,8.74,4.01,6.87,14.97,156.0,3126.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6365707822,19.533333333333335
44,2022-01-30,2022-01-30,Run,416,3.2,1707,8.89,0.0,6.75,0.0,104.45,4574.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6364271773,28.45
45,2022-01-29,2022-01-29,Run,455,3.29,2359,11.95,0.0,5.02,0.0,104.45,6147.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6362564272,39.31666666666667
46,2022-01-26,2022-01-26,Run,404,3.11,1727,9.26,0.45,6.48,134.38,160.0,4630.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6356587606,28.783333333333335
47,2022-01-26,2022-01-26,Run,403,3.1,1610,8.66,0.0,6.93,0.0,104.45,4326.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6356066179,26.833333333333332
48,2022-01-23,2022-01-23,Run,404,3.1,1599,8.6,0.0,6.98,0.0,104.45,4300.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6351211903,26.65
49,2022-01-22,2022-01-22,Run,403,3.1,1647,8.85,0.0,6.78,0.0,104.45,4415.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6348825211,27.45
50,2022-01-22,2022-01-20,Run,345,2.5,1578,10.52,0.0,5.7,0.0,104.45,5532.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6348824773,26.3
52,2022-01-18,2022-01-18,Run,292,2.24,1331,9.9,0.43,6.06,139.64,146.0,3526.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6340597927,22.183333333333334
53,2022-01-17,2022-01-17,Run,839,6.2,3720,10.0,0.0,6.0,0.0,104.45,9849.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6339707425,62.0
54,2022-01-15,2022-01-15,Run,403,3.1,1672,8.99,0.0,6.67,0.0,104.45,4475.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6335764639,27.866666666666667
55,2022-01-13,2022-01-13,Run,401,3.1,1775,9.53,0.44,6.29,136.22,150.0,4736.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6330806437,29.583333333333332
56,2022-01-12,2022-01-12,Run,408,3.1,1821,9.77,1.0,6.14,60.15,154.0,4852.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6328739791,30.35
57,2022-01-11,2022-01-11,Run,827,6.2,3703,9.95,0.97,6.03,61.62,156.0,9778.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6326766943,61.71666666666667
58,2022-01-10,2022-01-10,Run,403,3.1,1647,8.85,31.95,6.78,1.88,158.0,4217.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6326144416,27.45
60,2022-01-09,2022-01-09,Run,344,2.67,1485,9.26,4.44,6.48,13.52,157.0,3932.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6323535175,24.75
61,2022-01-09,2022-01-08,Run,406,3.1,1704,9.16,0.0,6.55,0.0,104.45,4551.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6323473642,28.4
62,2022-01-03,2022-01-03,Run,404,3.1,1599,8.6,0.0,6.98,0.0,104.45,4300.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6312478354,26.65
63,2022-01-01,2022-01-01,Run,402,3.1,1575,8.47,0.0,7.09,0.0,104.45,4243.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6308745433,26.25
64,2021-12-31,2021-12-31,Run,397,3.1,1521,8.18,0.0,7.34,0.0,104.45,4114.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6306749530,25.35
65,2021-12-30,2021-12-29,Run,405,3.1,1692,9.1,0.0,6.6,0.0,104.45,4523.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6304025011,28.2
66,2021-12-30,2021-12-28,Run,411,3.1,1760,9.46,0.0,6.34,0.0,104.45,4685.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6304025116,29.333333333333332
67,2021-12-30,2021-12-27,Run,404,3.1,1686,9.06,0.0,6.62,0.0,104.45,4508.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6304025392,28.1
68,2021-12-23,2021-12-23,Run,816,6.2,3744,10.06,0.45,5.97,134.02,151.0,9888.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6294357232,62.4
69,2021-12-22,2021-12-22,Run,720,6.2,3633,9.76,0.8,6.15,74.94,149.0,9628.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6292982455,60.55
70,2021-12-21,2021-12-20,Run,448,3.23,2058,10.62,0.0,5.65,0.0,104.45,5418.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6291245980,34.3
71,2021-12-18,2021-12-18,Run,821,6.18,3397,9.15,1.4,6.55,42.74,163.0,9059.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6288004690,56.61666666666667
72,2021-12-16,2021-12-16,Run,401,3.1,1717,9.21,6.81,6.52,8.81,149.0,4535.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6284245765,28.616666666666667
73,2021-12-15,2021-12-15,Run,403,3.1,1642,8.83,0.0,6.8,0.0,104.45,4403.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6283520806,27.366666666666667
74,2021-12-15,2021-12-14,Run,405,3.1,1690,9.09,0.0,6.6,0.0,104.45,4518.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6283521190,28.166666666666668
75,2021-12-13,2021-12-13,Run,410,3.07,1774,9.62,0.43,6.24,140.87,0.0,4702.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6279239725,29.566666666666666
76,2021-12-10,2021-12-10,Run,870,6.2,3890,10.45,0.48,5.74,125.07,148.0,10214.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6274746847,64.83333333333333
77,2021-12-09,2021-12-09,Run,399,3.11,1743,9.35,1.34,6.42,44.72,156.0,4610.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6273255502,29.05
78,2021-12-05,2021-12-05,Run,1876,13.13,9540,12.11,1.35,4.96,44.43,148.0,22488.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6266963680,159.0
79,2021-12-04,2021-12-04,Run,829,6.2,3600,9.68,0.0,6.2,0.0,104.45,9562.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6266032000,60.0
80,2021-12-03,2021-12-03,Run,852,6.21,3784,10.15,0.46,5.91,129.94,157.0,9940.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6263458036,63.06666666666667
81,2021-12-02,2021-12-02,Run,460,3.58,2187,10.18,1.05,5.89,57.3,150.0,5802.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6261701866,36.45
82,2021-12-01,2021-12-01,Run,866,6.21,3840,10.3,1.07,5.83,55.98,159.0,10188.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6259875835,64.0
83,2021-12-02,2021-11-30,Run,420,3.1,2292,12.32,0.0,4.87,0.0,104.45,5958.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6261741850,38.2
84,2021-11-28,2021-11-28,Run,386,2.79,1799,10.73,1.31,5.59,45.65,159.0,4505.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6255262927,29.983333333333334
85,2021-11-23,2021-11-23,Run,674,5.0,2966,9.89,0.0,6.07,0.0,104.45,7861.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6246150541,49.43333333333333
86,2021-11-22,2021-11-22,Run,400,3.11,1783,9.55,4.62,6.28,12.98,150.0,4789.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6244334491,29.716666666666665
87,2021-11-20,2021-11-20,Run,410,3.1,1748,9.4,0.0,6.38,0.0,104.45,4656.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6242020141,29.133333333333333
88,2021-11-17,2021-11-17,Run,408,3.1,1723,9.26,0.0,6.48,0.0,104.45,4597.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6236784922,28.716666666666665
89,2021-11-17,2021-11-16,Run,416,3.1,1818,9.77,0.0,6.14,0.0,104.45,4824.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6236785378,30.3
90,2021-11-15,2021-11-15,Run,421,3.18,1800,9.43,0.0,6.36,0.0,104.45,4793.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6231187741,30.0
91,2021-11-14,2021-11-14,Run,837,6.3,3600,9.52,0.0,6.3,0.0,104.45,9577.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6230450374,60.0
92,2021-11-13,2021-11-13,Run,834,6.26,3600,9.58,0.0,6.26,0.0,104.45,9571.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6228459844,60.0
93,2021-11-12,2021-11-12,Run,421,3.1,1872,10.06,0.0,5.96,0.0,104.45,4953.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6226689679,31.2
94,2021-11-11,2021-11-11,Run,651,5.0,2582,8.61,0.0,6.97,0.0,104.45,6943.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6223423990,43.03333333333333
95,2021-11-11,2021-11-10,Run,406,3.1,1703,9.16,0.0,6.55,0.0,104.45,4549.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6223424464,28.383333333333333
96,2021-11-10,2021-11-10,Run,403,3.14,1806,9.59,0.44,6.26,137.62,156.0,4804.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6221848678,30.1
97,2021-11-04,2021-11-04,Run,403,3.1,1674,9.0,0.0,6.67,0.0,104.45,4479.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6209650798,27.9
98,2021-10-30,2021-10-30,Run,404,3.1,1683,9.05,0.0,6.63,0.0,104.45,4501.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6200459764,28.05
99,2021-10-23,2021-10-23,Run,412,3.1,1777,9.55,0.0,6.28,0.0,104.45,4726.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6186526618,29.616666666666667
100,2021-10-16,2021-10-16,Run,1351,10.0,5964,9.94,0.46,6.04,130.88,154.0,16017.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6171039859,99.4
101,2021-10-17,2021-10-15,Run,402,3.1,1577,8.48,0.0,7.08,0.0,104.45,4247.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6172882003,26.283333333333335
102,2021-10-14,2021-10-14,Run,457,3.57,2081,9.73,2.66,6.17,22.58,143.0,5598.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6166491067,34.68333333333333
103,2021-10-13,2021-10-13,Run,456,3.56,2072,9.7,0.44,6.19,136.93,146.0,5526.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6164231821,34.53333333333333
104,2021-10-12,2021-10-12,Run,363,2.5,1450,9.66,7.72,6.21,7.77,154.0,3876.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6161847919,24.166666666666668
105,2021-10-11,2021-10-11,Run,396,3.1,1516,8.15,0.0,7.36,0.0,104.45,4102.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6161229094,25.266666666666666
106,2021-10-09,2021-10-09,Run,437,3.09,1572,8.49,2.37,7.07,25.36,165.0,4217.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6155213506,26.2
107,2021-10-06,2021-10-06,Run,403,3.1,1800,9.66,5.58,6.21,10.75,148.0,4796.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6148161043,30.0
108,2021-10-05,2021-10-05,Run,400,3.1,1557,8.37,0.0,7.17,0.0,104.45,4200.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6146101549,25.95
109,2021-10-03,2021-10-03,Run,402,3.1,1581,8.5,0.0,7.06,0.0,104.45,4257.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6141257416,26.35
110,2021-10-03,2021-10-02,Run,403,3.1,1630,8.76,0.0,6.85,0.0,104.45,4374.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6141256813,27.166666666666668
111,2021-09-28,2021-09-28,Run,603,4.4,2573,9.74,0.9,6.16,67.0,153.0,6816.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6128932084,42.88333333333333
112,2021-09-27,2021-09-27,Run,457,3.57,2012,9.4,0.96,6.38,62.79,150.0,5405.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6126494764,33.53333333333333
113,2021-09-26,2021-09-26,Run,520,4.0,2135,8.9,0.0,6.74,0.0,104.45,5720.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6124567888,35.583333333333336
114,2021-09-25,2021-09-25,Run,521,4.0,2164,9.02,0.0,6.65,0.0,104.45,5790.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6122395927,36.06666666666667
115,2021-09-24,2021-09-24,Run,494,3.56,2015,9.44,4.25,6.36,14.13,161.0,5340.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6119313610,33.583333333333336
116,2021-09-23,2021-09-23,Run,469,3.56,2143,10.04,2.4,5.98,24.99,146.0,5720.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6116894062,35.71666666666667
117,2021-09-17,2021-09-17,Run,415,3.1,1809,9.73,0.0,6.17,0.0,104.45,4802.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6102967498,30.15
118,2021-09-17,2021-09-17,Run,407,3.1,1719,9.24,0.0,6.49,0.0,104.45,4587.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6101237071,28.65
119,2021-09-13,2021-09-13,Run,449,3.5,2021,9.61,0.43,6.24,138.57,148.0,5376.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6090886243,33.68333333333333
120,2021-09-13,2021-09-12,Run,420,3.1,1864,10.02,0.0,5.99,0.0,104.45,4934.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6090890317,31.066666666666666
121,2021-09-13,2021-09-11,Run,419,3.1,1854,9.97,0.0,6.02,0.0,104.45,4910.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6090889261,30.9
123,2021-09-09,2021-09-09,Run,925,6.24,3855,10.29,1.04,5.83,57.56,148.0,10228.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6080689447,64.25
125,2021-09-06,2021-09-06,Run,320,2.47,1461,9.87,0.93,6.08,64.24,146.0,3878.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6073098730,24.35
127,2021-09-04,2021-09-04,Run,344,2.48,1458,9.81,0.99,6.12,60.68,150.0,3865.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6067992841,24.3
128,2021-09-03,2021-09-03,Run,550,4.0,2367,9.86,2.88,6.09,20.8,155.0,6331.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6064529734,39.45
129,2021-09-01,2021-09-01,Run,412,3.1,1818,9.76,0.42,6.15,141.83,157.0,4864.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6059180914,30.3
130,2021-08-31,2021-08-31,Run,453,3.56,2043,9.56,5.08,6.27,11.8,150.0,5471.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6056438434,34.05
131,2021-08-29,2021-08-29,Run,416,3.11,1787,9.59,0.86,6.26,69.83,156.0,4710.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6052229692,29.783333333333335
132,2021-08-28,2021-08-28,Run,420,3.1,1815,9.74,1.21,6.16,49.53,157.0,4786.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6049912678,30.25
133,2021-08-26,2021-08-26,Run,1055,7.5,4672,10.38,0.49,5.78,122.68,152.0,12445.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6043879318,77.86666666666666
134,2021-08-25,2021-08-25,Run,399,3.1,1748,9.38,0.11,6.39,528.65,150.0,4658.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6041041642,29.133333333333333
135,2021-08-24,2021-08-24,Run,410,3.1,1761,9.46,7.96,6.35,7.54,157.0,4707.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6038308342,29.35
137,2021-08-22,2021-08-22,Run,570,3.92,2400,10.21,1.04,5.88,57.48,157.0,6333.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6033538990,40.0
139,2021-08-21,2021-08-21,Run,31,0.25,149,9.98,1.1,6.01,54.76,163.0,375.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6031466629,2.4833333333333334
141,2021-08-21,2021-08-21,Run,348,2.44,1467,10.03,1.02,5.98,59.01,162.0,3876.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6031443100,24.45
142,2021-08-20,2021-08-20,Run,882,6.4,4016,10.46,0.03,5.74,1806.62,148.0,10673.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6027934603,66.93333333333334
143,2021-08-18,2021-08-18,Run,427,3.27,1870,9.53,1.18,6.3,50.95,159.0,4958.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6022695340,31.166666666666668
144,2021-08-17,2021-08-17,Run,409,3.1,1868,10.03,1.14,5.98,52.66,144.0,4909.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6019900291,31.133333333333333
146,2021-08-16,2021-08-16,Run,419,3.1,1913,10.27,2.59,5.84,23.12,148.0,5065.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6017111452,31.883333333333333
148,2021-08-15,2021-08-15,Run,405,3.1,1849,9.92,4.95,6.05,12.13,151.0,4939.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6014712283,30.816666666666666
150,2021-08-14,2021-08-14,Run,388,3.1,1847,9.93,1.17,6.04,51.1,161.0,4934.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6013048342,30.783333333333335
151,2021-08-12,2021-08-12,Run,453,3.1,1880,10.1,1.06,5.94,56.81,156.0,5011.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6007678237,31.333333333333332
152,2021-08-11,2021-08-11,Run,424,3.1,1837,9.87,5.51,6.08,10.88,159.0,4849.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6005081575,30.616666666666667
154,2021-08-09,2021-08-09,Run,422,3.11,1893,10.16,0.78,5.91,77.15,145.0,5032.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5999352568,31.55
156,2021-08-08,2021-08-08,Run,476,3.1,1852,9.94,1.02,6.04,58.71,151.0,4884.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5997949381,30.866666666666667
158,2021-08-07,2021-08-07,Run,419,3.1,1900,10.21,1.0,5.87,59.86,155.0,5043.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5995310374,31.666666666666668
160,2021-08-05,2021-08-05,Run,477,3.5,2153,10.25,1.12,5.85,53.37,152.0,5761.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5989413664,35.88333333333333
161,2021-08-04,2021-08-04,Run,418,3.12,1888,10.09,0.5,5.94,119.61,155.0,5010.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5986562629,31.466666666666665
163,2021-08-03,2021-08-03,Run,368,2.83,1758,10.36,1.39,5.79,43.29,146.0,4596.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5983287310,29.3
165,2021-08-02,2021-08-02,Run,282,2.02,1243,10.24,3.53,5.86,17.01,158.0,3299.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5980363096,20.716666666666665
167,2021-08-01,2021-08-01,Run,254,2.01,1187,9.84,1.21,6.1,49.64,160.0,3126.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5978676610,19.783333333333335
168,2021-07-29,2021-07-29,Run,512,3.62,2310,10.64,8.11,5.64,7.39,162.0,6041.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5970244117,38.5
169,2021-07-17,2021-07-17,Run,414,3.1,1798,9.67,0.0,6.21,0.0,104.45,4776.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5939171350,29.966666666666665
171,2021-07-11,2021-07-11,Run,540,4.01,2587,10.74,1.15,5.59,52.11,142.0,6834.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5923369033,43.11666666666667
172,2021-07-08,2021-07-08,Run,406,3.1,1850,9.93,1.08,6.04,55.72,158.0,4894.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5915886718,30.833333333333332
173,2021-07-06,2021-07-06,Run,402,3.11,1895,10.15,0.49,5.91,121.67,155.0,5029.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5910130240,31.583333333333332
174,2021-07-03,2021-07-03,Run,337,2.6,1555,9.97,1.15,6.02,52.27,161.0,4128.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5903011576,25.916666666666668
175,2021-07-01,2021-07-01,Run,427,3.11,1945,10.42,0.15,5.76,395.8,159.0,5139.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5897288332,32.416666666666664
176,2021-06-29,2021-06-29,Run,407,3.11,1866,10.0,1.11,6.0,54.25,156.0,4916.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5891702641,31.1
178,2021-06-21,2021-06-21,Run,334,2.43,1796,12.32,0.96,4.87,62.64,139.0,4016.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5869199218,29.933333333333334
179,2021-06-15,2021-06-15,Run,518,4.3,2531,9.81,0.86,6.12,69.64,162.0,6368.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5852597005,42.18333333333333
180,2021-06-14,2021-06-14,Run,393,3.1,1815,9.74,1.11,6.16,54.12,154.0,4781.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5849544379,30.25
186,2021-06-04,2021-06-04,Run,285,2.24,1267,9.42,4.37,6.37,13.73,153.0,3388.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5820608734,21.116666666666667
187,2021-06-02,2021-06-02,Run,423,3.1,1897,10.2,0.13,5.88,457.4,0.0,5012.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5814501337,31.616666666666667
188,2021-05-31,2021-05-31,Run,411,3.13,2433,12.95,0.41,4.63,146.44,133.0,5499.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5809075714,40.55
189,2021-05-27,2021-05-27,Run,261,1.99,1025,8.6,0.92,6.98,65.17,169.0,2713.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5797564132,17.083333333333332
191,2021-05-06,2021-05-06,Run,416,3.1,1821,9.79,0.0,6.13,0.0,104.45,4831.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5738550850,30.35
193,2021-04-26,2021-04-26,Run,674,5.0,3002,10.01,1.35,6.0,44.36,156.0,8118.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5706115867,50.03333333333333
194,2021-04-24,2021-04-24,Run,1471,10.0,6605,11.0,0.96,5.45,62.33,152.0,17517.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5700582346,110.08333333333333
195,2021-04-21,2021-04-21,Run,1928,13.48,10191,12.6,0.48,4.76,126.23,144.0,22719.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5692867222,169.85
196,2021-04-19,2021-04-19,Run,1264,8.55,5659,11.03,2.9,5.44,20.72,159.0,14495.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5686813231,94.31666666666666
197,2021-04-18,2021-04-18,Run,404,3.1,1605,8.63,0.0,6.95,0.0,104.45,4314.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5683027252,26.75
198,2021-04-17,2021-04-17,Run,260,2.0,1065,8.88,0.0,6.76,0.0,104.45,2854.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5679922159,17.75
199,2021-04-16,2021-04-16,Run,427,3.1,1948,10.47,0.0,5.73,0.0,104.45,5135.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5675504656,32.46666666666667
200,2021-04-16,2021-04-16,Run,407,3.1,1720,9.25,0.0,6.49,0.0,104.45,4590.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5675502568,28.666666666666668
201,2021-04-14,2021-04-14,Run,412,3.1,1776,9.55,0.0,6.28,0.0,104.45,4723.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5669620489,29.6
